Team_A,Team_B,Probability,Elo_A,Elo_B,Elo_Diff,Warm_A,Warm_B,Koppen_A,Koppen_B,Climate_Zone_A,Climate_Zone_B,Is_Climate_Clash,Warm_Team,Cool_Team,Climate_Score_A,Climate_Score_B,Venue_Temp_C,Climate_Diff_Score,p_adjustment,Climate_Flag_Tier
Morocco,Czech Republic,0.0247,1988.0,1837.0,151.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Czech Republic,0.5,0.2,28.3,0.3032,0.0097,Tier 3 (Weak)
Brazil,Switzerland,0.0247,2081.0,1990.0,91.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Switzerland,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Portugal,Austria,0.0245,2049.0,1929.0,120.0,1,0,Csa,Dfb,Temperate,Continental,1,Portugal,Austria,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Portugal,Croatia,0.0243,2049.0,1979.0,70.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Croatia,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Czech Republic,0.0238,1836.0,1837.0,-1.0,1,0,Aw,Dfb,Tropical,Continental,1,Ivory Coast,Czech Republic,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Brazil,South Korea,0.0238,2081.0,1895.0,186.0,1,0,Am,Dwa,Tropical,Continental,1,Brazil,South Korea,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Australia,Germany,0.0237,1891.0,2032.0,-141.0,1,0,BWh,Cfb,Arid,Temperate,1,Australia,Germany,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Ecuador,England,0.0234,2033.0,2083.0,-50.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,England,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Morocco,Norway,0.0233,1988.0,1994.0,-6.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Turkey,Norway,0.0233,1998.0,1994.0,4.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Norway,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Mexico,Norway,0.0232,1957.0,1994.0,-37.0,1,0,BSh,Dfc,Arid,Continental,1,Mexico,Norway,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Brazil,France,0.0231,2081.0,2160.0,-79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,France,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Turkey,Austria,0.0231,1998.0,1929.0,69.0,1,0,Csa,Dfb,Temperate,Continental,1,Turkey,Austria,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Tunisia,Germany,0.023,1777.0,2032.0,-255.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,Germany,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Japan,South Korea,0.0229,2008.0,1895.0,113.0,1,0,Cfa,Dwa,Temperate,Continental,1,Japan,South Korea,0.5,0.2,28.3,0.3032,0.0097,Tier 3 (Weak)
Uruguay,Belgium,0.0229,1986.0,2002.0,-16.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Belgium,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Iraq,Belgium,0.0228,1727.0,2002.0,-275.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Belgium,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Japan,Switzerland,0.0228,2008.0,1990.0,18.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Switzerland,0.5,0.5,28.3,0.0,0.0,Tier 3 (Weak)
Japan,Germany,0.0226,2008.0,2032.0,-24.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Germany,0.5,0.5,28.3,0.0,0.0,Tier 3 (Weak)
Morocco,Sweden,0.0226,1988.0,1793.0,195.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Sweden,0.5,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Mexico,Netherlands,0.0225,1957.0,2006.0,-49.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Netherlands,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Turkey,Netherlands,0.0224,1998.0,2006.0,-8.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Netherlands,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Senegal,Canada,0.0224,1933.0,1903.0,30.0,1,0,BSh,Dfc,Arid,Continental,1,Senegal,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Ecuador,Bosnia and Herzegovina,0.0221,2033.0,1653.0,380.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Bosnia and Herzegovina,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Cape Verde,England,0.0221,1660.0,2083.0,-423.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,England,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Brazil,Czech Republic,0.0221,2081.0,1837.0,244.0,1,0,Am,Dfb,Tropical,Continental,1,Brazil,Czech Republic,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Curaçao,Belgium,0.022,1595.0,2002.0,-407.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Belgium,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Iraq,Switzerland,0.022,1727.0,1990.0,-263.0,1,0,BWh,Cfb,Arid,Temperate,1,Iraq,Switzerland,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Uruguay,England,0.022,1986.0,2083.0,-97.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,England,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Paraguay,Norway,0.0218,1937.0,1994.0,-57.0,1,0,Cfa,Dfc,Temperate,Continental,1,Paraguay,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Portugal,Belgium,0.0218,2049.0,2002.0,47.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Belgium,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Ecuador,Sweden,0.0217,2033.0,1793.0,240.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Sweden,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
United States,Norway,0.0217,1832.0,1994.0,-162.0,1,0,Cfa,Dfc,Temperate,Continental,1,United States,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Japan,Czech Republic,0.0216,2008.0,1837.0,171.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Czech Republic,0.5,0.2,28.3,0.3032,0.0097,Tier 3 (Weak)
Mexico,Scotland,0.0215,1957.0,1857.0,100.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Scotland,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
South Africa,Bosnia and Herzegovina,0.0214,1673.0,1653.0,20.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Bosnia and Herzegovina,0.9,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Ecuador,Netherlands,0.0214,2033.0,2006.0,27.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Netherlands,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Spain,France,0.0211,2216.0,2160.0,56.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,France,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Mexico,France,0.021,1957.0,2160.0,-203.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,France,0.9,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Tunisia,Canada,0.0209,1777.0,1903.0,-126.0,1,0,BWh,Dfc,Arid,Continental,1,Tunisia,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Spain,Belgium,0.0208,2216.0,2002.0,214.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Belgium,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Turkey,Canada,0.0207,1998.0,1903.0,95.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Canada,0.5,0.2,17.1,0.0,0.0,Tier 3 (Weak)
Spain,Switzerland,0.0207,2216.0,1990.0,226.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Switzerland,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Curaçao,France,0.0206,1595.0,2160.0,-565.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,France,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Curaçao,Switzerland,0.0206,1595.0,1990.0,-395.0,1,0,BSh,Cfb,Arid,Temperate,1,Curaçao,Switzerland,0.9,0.5,15.2,0.0,0.0,Tier 3 (Weak)
Turkey,Germany,0.0205,1998.0,2032.0,-34.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Germany,0.5,0.5,28.3,0.0,0.0,Tier 3 (Weak)
Japan,Canada,0.0203,2008.0,1903.0,105.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Canada,0.5,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Australia,Norway,0.0202,1891.0,1994.0,-103.0,1,0,BWh,Dfc,Arid,Continental,1,Australia,Norway,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
Tunisia,Norway,0.0202,1777.0,1994.0,-217.0,1,0,BWh,Dfc,Arid,Continental,1,Tunisia,Norway,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
Argentina,Germany,0.0202,2190.0,2032.0,158.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Germany,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Uruguay,England,0.02,1986.0,2083.0,-97.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,England,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Morocco,Czech Republic,0.0199,1988.0,1837.0,151.0,1,0,Csa,Dfb,Temperate,Continental,1,Morocco,Czech Republic,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Spain,Germany,0.0198,2216.0,2032.0,184.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Germany,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Morocco,Germany,0.0195,1988.0,2032.0,-44.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Germany,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Japan,England,0.0195,2008.0,2083.0,-75.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,England,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Haiti,France,0.0194,1661.0,2160.0,-499.0,1,0,Aw,Cfb,Tropical,Temperate,1,Haiti,France,1.0,0.5,28.5,0.5089,0.0163,Tier 3 (Weak)
Cape Verde,Belgium,0.0194,1660.0,2002.0,-342.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,Belgium,0.9,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Mexico,Germany,0.0192,1957.0,2032.0,-75.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Germany,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Ivory Coast,France,0.0191,1836.0,2160.0,-324.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,France,1.0,0.5,23.0,0.4107,0.0131,Tier 3 (Weak)
Spain,Austria,0.019,2216.0,1929.0,287.0,1,0,Csa,Dfb,Temperate,Continental,1,Spain,Austria,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Morocco,France,0.019,1988.0,2160.0,-172.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,France,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Morocco,Norway,0.0188,1988.0,1994.0,-6.0,1,0,Csa,Dfc,Temperate,Continental,1,Morocco,Norway,0.5,0.2,22.5,0.2411,0.0077,Tier 3 (Weak)
Ecuador,Netherlands,0.0187,2033.0,2006.0,27.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Netherlands,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Ivory Coast,South Korea,0.0186,1836.0,1895.0,-59.0,1,0,Aw,Dwa,Tropical,Continental,1,Ivory Coast,South Korea,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Colombia,England,0.0186,2083.0,2083.0,0.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,England,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Brazil,Sweden,0.0185,2081.0,1793.0,288.0,1,0,Am,Dfc,Tropical,Continental,1,Brazil,Sweden,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Ecuador,Canada,0.0184,2033.0,1903.0,130.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Canada,1.0,0.2,28.3,0.8086,0.0259,Tier 3 (Weak)
Senegal,Czech Republic,0.0184,1933.0,1837.0,96.0,1,0,BSh,Dfb,Arid,Continental,1,Senegal,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Iran,Canada,0.0182,1893.0,1903.0,-10.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Portugal,Germany,0.0181,2049.0,2032.0,17.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,Germany,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Japan,Norway,0.0178,2008.0,1994.0,14.0,1,0,Cfa,Dfc,Temperate,Continental,1,Japan,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Uruguay,Belgium,0.0178,1986.0,2002.0,-16.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Belgium,0.5,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Ivory Coast,Croatia,0.0177,1836.0,1979.0,-143.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Croatia,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Turkey,Norway,0.0176,1998.0,1994.0,4.0,1,0,Csa,Dfc,Temperate,Continental,1,Turkey,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Iran,Norway,0.0173,1893.0,1994.0,-101.0,1,0,BWh,Dfc,Arid,Continental,1,Iran,Norway,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
South Africa,Germany,0.0169,1673.0,2032.0,-359.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Germany,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Tunisia,Czech Republic,0.0169,1777.0,1837.0,-60.0,1,0,BWh,Dfb,Arid,Continental,1,Tunisia,Czech Republic,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Morocco,England,0.0169,1988.0,2083.0,-95.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,England,0.5,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Tunisia,Germany,0.0168,1777.0,2032.0,-255.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,Germany,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Uruguay,Switzerland,0.0168,1986.0,1990.0,-4.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Switzerland,0.5,0.5,24.2,0.0,0.0,Tier 3 (Weak)
Colombia,Austria,0.0167,2083.0,1929.0,154.0,1,0,Af,Dfb,Tropical,Continental,1,Colombia,Austria,1.0,0.2,28.5,0.8143,0.0261,Tier 3 (Weak)
Ivory Coast,England,0.0167,1836.0,2083.0,-247.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,England,1.0,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Cape Verde,France,0.0166,1660.0,2160.0,-500.0,1,0,BWh,Cfb,Arid,Temperate,1,Cape Verde,France,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Egypt,Canada,0.0165,1818.0,1903.0,-85.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Portugal,Norway,0.0165,2049.0,1994.0,55.0,1,0,Csa,Dfc,Temperate,Continental,1,Portugal,Norway,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Argentina,Norway,0.0165,2190.0,1994.0,196.0,1,0,Cfa,Dfc,Temperate,Continental,1,Argentina,Norway,0.5,0.2,25.4,0.2721,0.0087,Tier 3 (Weak)
Portugal,Austria,0.0164,2049.0,1929.0,120.0,1,0,Csa,Dfb,Temperate,Continental,1,Portugal,Austria,0.5,0.2,28.0,0.3,0.0096,Tier 3 (Weak)
Uruguay,France,0.0163,1986.0,2160.0,-174.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,France,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Qatar,Germany,0.0162,1552.0,2032.0,-480.0,1,0,BWh,Cfb,Arid,Temperate,1,Qatar,Germany,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Japan,Czech Republic,0.0162,2008.0,1837.0,171.0,1,0,Cfa,Dfb,Temperate,Continental,1,Japan,Czech Republic,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Colombia,Belgium,0.0162,2083.0,2002.0,81.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,Belgium,1.0,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Colombia,England,0.016,2083.0,2083.0,0.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,England,1.0,0.5,25.4,0.4536,0.0145,Tier 3 (Weak)
Tunisia,Norway,0.0159,1777.0,1994.0,-217.0,1,0,BWh,Dfc,Arid,Continental,1,Tunisia,Norway,0.9,0.2,22.5,0.5625,0.018,Tier 3 (Weak)
Mexico,France,0.0159,1957.0,2160.0,-203.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,France,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Ecuador,Scotland,0.0158,2033.0,1857.0,176.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Scotland,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Ecuador,Canada,0.0158,2033.0,1903.0,130.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Canada,1.0,0.2,20.3,0.0,0.0,Tier 3 (Weak)
Spain,England,0.0158,2216.0,2083.0,133.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,England,0.5,0.5,22.5,0.0,0.0,Tier 3 (Weak)
Morocco,South Korea,0.0154,1988.0,1895.0,93.0,1,0,Csa,Dwa,Temperate,Continental,1,Morocco,South Korea,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Uruguay,Belgium,0.0154,1986.0,2002.0,-16.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,Belgium,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Colombia,France,0.0152,2083.0,2160.0,-77.0,1,0,Af,Cfb,Tropical,Temperate,1,Colombia,France,1.0,0.5,28.0,0.5,0.016,Tier 3 (Weak)
Japan,England,0.0152,2008.0,2083.0,-75.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,England,0.5,0.5,17.6,0.0,0.0,Tier 3 (Weak)
South Africa,Netherlands,0.0152,1673.0,2006.0,-333.0,1,0,BSh,Cfb,Arid,Temperate,1,South Africa,Netherlands,0.9,0.5,28.3,0.4043,0.0129,Tier 3 (Weak)
Tunisia,France,0.015,1777.0,2160.0,-383.0,1,0,BWh,Cfb,Arid,Temperate,1,Tunisia,France,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Ecuador,Canada,0.0149,2033.0,1903.0,130.0,1,0,Af,Dfc,Tropical,Continental,1,Ecuador,Canada,1.0,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Uruguay,New Zealand,0.0148,1986.0,1710.0,276.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Uruguay,New Zealand,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Egypt,Norway,0.0147,1818.0,1994.0,-176.0,1,0,BWh,Dfc,Arid,Continental,1,Egypt,Norway,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
Ivory Coast,Belgium,0.0147,1836.0,2002.0,-166.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,Belgium,1.0,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Senegal,England,0.0145,1933.0,2083.0,-150.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,England,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Iran,Czech Republic,0.0144,1893.0,1837.0,56.0,1,0,BWh,Dfb,Arid,Continental,1,Iran,Czech Republic,0.9,0.2,20.1,0.0,0.0,Tier 3 (Weak)
Tunisia,Canada,0.0144,1777.0,1903.0,-126.0,1,0,BWh,Dfc,Arid,Continental,1,Tunisia,Canada,0.9,0.2,28.3,0.7075,0.0226,Tier 3 (Weak)
Senegal,South Korea,0.0143,1933.0,1895.0,38.0,1,0,BSh,Dwa,Arid,Continental,1,Senegal,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Jordan,Canada,0.0142,1766.0,1903.0,-137.0,1,0,BWh,Dfc,Arid,Continental,1,Jordan,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Mexico,France,0.014,1957.0,2160.0,-203.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,France,0.9,0.5,17.6,0.0,0.0,Tier 3 (Weak)
Senegal,Croatia,0.014,1933.0,1979.0,-46.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Croatia,0.9,0.5,25.4,0.3629,0.0116,Tier 3 (Weak)
Iran,South Korea,0.0138,1893.0,1895.0,-2.0,1,0,BWh,Dwa,Arid,Continental,1,Iran,South Korea,0.9,0.2,20.1,0.0,0.0,Tier 3 (Weak)
Senegal,Netherlands,0.0137,1933.0,2006.0,-73.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Netherlands,0.9,0.5,22.5,0.3214,0.0103,Tier 3 (Weak)
Brazil,Germany,0.0136,2081.0,2032.0,49.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Germany,1.0,0.5,28.3,0.5054,0.0162,Tier 3 (Weak)
Spain,Norway,0.0136,2216.0,1994.0,222.0,1,0,Csa,Dfc,Temperate,Continental,1,Spain,Norway,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
Saudi Arabia,Norway,0.0135,1692.0,1994.0,-302.0,1,0,BWh,Dfc,Arid,Continental,1,Saudi Arabia,Norway,0.9,0.2,28.5,0.7125,0.0228,Tier 3 (Weak)
Turkey,France,0.0135,1998.0,2160.0,-162.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,France,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Japan,Belgium,0.0134,2008.0,2002.0,6.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Japan,Belgium,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Mexico,Germany,0.0134,1957.0,2032.0,-75.0,1,0,BSh,Cfb,Arid,Temperate,1,Mexico,Germany,0.9,0.5,28.0,0.4,0.0128,Tier 3 (Weak)
Uzbekistan,Croatia,0.0133,1823.0,1979.0,-156.0,1,0,BWk,Cfb,Arid,Temperate,1,Uzbekistan,Croatia,0.4,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Turkey,New Zealand,0.0132,1998.0,1710.0,288.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,New Zealand,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Ecuador,Switzerland,0.0132,2033.0,1990.0,43.0,1,0,Af,Cfb,Tropical,Temperate,1,Ecuador,Switzerland,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Turkey,France,0.0132,1998.0,2160.0,-162.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,France,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Tunisia,South Korea,0.0131,1777.0,1895.0,-118.0,1,0,BWh,Dwa,Arid,Continental,1,Tunisia,South Korea,0.9,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Turkey,Switzerland,0.0131,1998.0,1990.0,8.0,1,0,Csa,Cfb,Temperate,Temperate,1,Turkey,Switzerland,0.5,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Morocco,France,0.0131,1988.0,2160.0,-172.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,France,0.5,0.5,23.0,0.0,0.0,Tier 3 (Weak)
Algeria,Croatia,0.0131,1885.0,1979.0,-94.0,1,0,BWh,Cfb,Arid,Temperate,1,Algeria,Croatia,0.9,0.5,28.5,0.4071,0.013,Tier 3 (Weak)
Brazil,Germany,0.0131,2081.0,2032.0,49.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,Germany,1.0,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Portugal,France,0.0131,2049.0,2160.0,-111.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,France,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Spain,Germany,0.0129,2216.0,2032.0,184.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,Germany,0.5,0.5,19.8,0.0,0.0,Tier 3 (Weak)
Japan,South Korea,0.0128,2008.0,1895.0,113.0,1,0,Cfa,Dwa,Temperate,Continental,1,Japan,South Korea,0.5,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Spain,New Zealand,0.0128,2216.0,1710.0,506.0,1,0,Csa,Cfb,Temperate,Temperate,1,Spain,New Zealand,0.5,0.5,25.4,0.0,0.0,Tier 3 (Weak)
Brazil,France,0.0124,2081.0,2160.0,-79.0,1,0,Am,Cfb,Tropical,Temperate,1,Brazil,France,1.0,0.5,22.5,0.4018,0.0129,Tier 3 (Weak)
Ivory Coast,New Zealand,0.0123,1836.0,1710.0,126.0,1,0,Aw,Cfb,Tropical,Temperate,1,Ivory Coast,New Zealand,1.0,0.5,20.1,0.0,0.0,Tier 3 (Weak)
Algeria,Canada,0.0123,1885.0,1903.0,-18.0,1,0,BWh,Dfc,Arid,Continental,1,Algeria,Canada,0.9,0.2,15.2,0.0,0.0,Tier 3 (Weak)
Portugal,England,0.0123,2049.0,2083.0,-34.0,1,0,Csa,Cfb,Temperate,Temperate,1,Portugal,England,0.5,0.5,28.0,0.0,0.0,Tier 3 (Weak)
Argentina,Croatia,0.0123,2190.0,1979.0,211.0,1,0,Cfa,Cfb,Temperate,Temperate,1,Argentina,Croatia,0.5,0.5,28.5,0.0,0.0,Tier 3 (Weak)
Senegal,Belgium,0.0123,1933.0,2002.0,-69.0,1,0,BSh,Cfb,Arid,Temperate,1,Senegal,Belgium,0.9,0.5,17.1,0.0,0.0,Tier 3 (Weak)
Morocco,Germany,0.0123,1988.0,2032.0,-44.0,1,0,Csa,Cfb,Temperate,Temperate,1,Morocco,Germany,0.5,0.5,20.3,0.0,0.0,Tier 3 (Weak)
Ecuador,Czech Republic,0.0122,2033.0,1837.0,196.0,1,0,Af,Dfb,Tropical,Continental,1,Ecuador,Czech Republic,1.0,0.2,17.6,0.0,0.0,Tier 3 (Weak)
Spain,Canada,0.0122,2216.0,1903.0,313.0,1,0,Csa,Dfc,Temperate,Continental,1,Spain,Canada,0.5,0.2,28.5,0.3054,0.0098,Tier 3 (Weak)
